pilotb0326
Ryan Hildebrandt Thesis Study
03/26/2019	11:01:06 AM

Participant	Participant	Session	Block	Block	Trial	Trial	Event	Event	Participant			Pressed Or	X	Y	Correct	Error	Reaction	Reaction Time	Font Color	ISI Durations	Screen Location	Screen Location II	Repetitions
Group	Name	ID	Name	No.	Name	No.	Name	No.	Response	Key	Key	Released	Position	Position	Response	Code	Time	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	(Trial Variable)	Primed/Satiated	Match/Mismatch	Valence	Word Type	Pair Type	Block Valence	Trial Type	Word Pair Valence
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Prime Mismatch, 4	17	Pair 2 NEU.P.MM 2 (4, abuse)	210	Mismatch	/					Mismatch	C	5217							Primed	Mismatch	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Prime (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Prime Match, 2	10	Target NEU.P.M 2 (2, alley)	168							(any response)	NR	0							Primed	Match	Neutral	Neutral	Neutral	Neutral	Prime	Match
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Prime Match, 2	10	Pair 1 NEU.P.M 1 (2, swamp)	174							(any response)	NR	0							Primed	Match	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Prime (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Prime Match, 2	10	Pair 2 NEU.P.M 1 (2, rancid)	179	Match	z					Match	C	5310							Primed	Match	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Prime (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Prime Mismatch, 2	15	Target NEU.P.MM 3 (2, obscene)	197							(any response)	NR	0							Primed	Mismatch	Neutral	Neutral	Neutral	Neutral	Prime	Mismatch
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Prime Mismatch, 2	15	Pair 1 NEU.P.MM 2 (2, mystic)	203							(any response)	NR	0							Primed	Mismatch	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Prime (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Prime Mismatch, 2	15	Pair 2 NEU.P.MM 2 (2, diamond)	208	Mismatch	/					Mismatch	C	5044							Primed	Mismatch	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Prime (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Mismatch, 3	26	Target NEU.S.MM 5 (3, cold)	580							(any response)	NR	0							Satiated	Mismatch	Neutral	Neutral	Neutral	Neutral	Satiation	Mismatch
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Mismatch, 3	26	Fixation Cross 1s7	583							(any response)	NR	0							Satiated	Mismatch	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Satiation (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Mismatch, 3	26	Pair 1 NEU.S.MM 4 (3, storm)	586							(any response)	NR	0							Satiated	Mismatch	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Satiation (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Mismatch, 3	26	Pair 2 NEU.S.MM 4 (3, luxury)	591	Mismatch	/					Mismatch	C	25827							Satiated	Mismatch	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Satiation (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Prime Match, 1	9	Target NEU.P.M 2 (1, hit)	167							(any response)	NR	0							Primed	Match	Neutral	Neutral	Neutral	Neutral	Prime	Match
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Prime Match, 1	9	Pair 1 NEU.P.M 1 (1, tumor)	173							(any response)	NR	0							Primed	Match	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Prime (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Prime Match, 1	9	Pair 2 NEU.P.M 1 (1, rotten)	178	Match	z					Match	C	5071							Primed	Match	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Prime (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Match, 1	19	Target NEU.S.M 4 (1, alien)	387							(any response)	NR	0							Satiated	Match	Neutral	Neutral	Neutral	Neutral	Satiation	Match
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Match, 1	19	Pair 1 NEU.S.M 3 (1, highway)	393							(any response)	NR	0							Satiated	Match	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Satiation (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Match, 1	19	Pair 2 NEU.S.M 3 (1, noisy)	398	Match	z					Match	C	25909							Satiated	Match	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Satiation (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Mismatch, 5	28	Target NEU.S.MM 5 (5, tease)	582							(any response)	NR	0							Satiated	Mismatch	Neutral	Neutral	Neutral	Neutral	Satiation	Mismatch
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Mismatch, 5	28	Fixation Cross 1s7	583							(any response)	NR	0							Satiated	Mismatch	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Satiation (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Mismatch, 5	28	Pair 1 NEU.S.MM 4 (5, hotel)	588							(any response)	NR	0							Satiated	Mismatch	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Satiation (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Neutral	4	Neutral Satiation Mismatch, 5	28	Pair 2 NEU.S.MM 4 (5, circus)	593	Mismatch	/					Mismatch	C	25898							Satiated	Mismatch	Neutral (trial)	Neutral (trial)	Neutral	Neutral	Satiation (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Start Screen 2	5	Start Screen	8	Start Screen	153	Mismatch	/					Match; Mismatch	C	4019														
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Satiation Match, 3	41	Target PIL.EL.S.M 36 (3, comfort)	829							(any response)	NR	0							Satiated	Match	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Match
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Satiation Match, 3	41	Pair 1 PIL.EL.S.M 7 (3, treat)	835							(any response)	NR	0							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Satiation Match, 3	41	Pair 2 PIL.EL.S.M 7 (3, jewel)	840	Match	z					Match	C	25837							Satiated	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Satiation Mismatch, 2	45	Target PIL.EL.S.MM 37 (2, reward)	1019							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Satiation Mismatch, 2	45	Pair 1 PIL.EL.S.MM 8 (2, salute)	1025							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Satiation Mismatch, 2	45	Pair 2 PIL.EL.S.MM 8 (2, comfort)	1030	Mismatch	/					Mismatch	C	25929							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Mismatch, 1	34	Target PIL.EL.P.MM 9 (1, treat)	636							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Mismatch, 1	34	Pair 1 PIL.EL.P.MM 6 (1, reward)	642							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Mismatch, 1	34	Pair 2 PIL.EL.P.MM 6 (1, mystic)	647	Mismatch	/					Mismatch	C	5029							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Satiation Mismatch, 4	47	Target PIL.EL.S.MM 37 (4, kiss)	1021							(any response)	NR	0							Satiated	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Satiation	Mismatch
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Satiation Mismatch, 4	47	Pair 1 PIL.EL.S.MM 8 (4, victory)	1027							(any response)	NR	0							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Satiation Mismatch, 4	47	Pair 2 PIL.EL.S.MM 8 (4, doctor)	1032	Mismatch	/					Mismatch	C	25941							Satiated	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Satiation (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Match, 4	32	Target PIL.EL.P.M 5 (4, hug)	610							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Match, 4	32	Pair 1 PIL.EL.P.M 4 (4, storm)	616							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Match, 4	32	Pair 2 PIL.EL.P.M 4 (4, clumsy)	621	Mismatch	/					Match	E	5693							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Mismatch, 2	35	Target PIL.EL.P.MM 9 (2, bride)	637							(any response)	NR	0							Primed	Mismatch	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Mismatch
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Mismatch, 2	35	Pair 1 PIL.EL.P.MM 6 (2, truck)	643							(any response)	NR	0							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Mismatch, 2	35	Pair 2 PIL.EL.P.MM 6 (2, luxury)	648	Mismatch	/					Mismatch	C	5156							Primed	Mismatch	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Mismatch (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Match, 5	33	Target PIL.EL.P.M 5 (5, luxury)	611							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Match, 5	33	Pair 1 PIL.EL.P.M 4 (5, volcano)	617							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Match, 5	33	Pair 2 PIL.EL.P.M 4 (5, kick)	622	Mismatch	/					Match	E	5042							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Match, 3	31	Target PIL.EL.P.M 5 (3, cake)	609							(any response)	NR	0							Primed	Match	Positive	Emotion Laden	Emotion Laden	Positive	Prime	Match
PilotB	pilotb0326	pilotb0326	Pilot Emotion Laden	6	Pilot Emotion Laden Prime Match, 3	31	Pair 1 PIL.EL.P.M 4 (3, bride)	615							(any response)	NR	0							Primed	Match	Positive (trial)	Emotion Laden (trial)	Emotion Laden	Positive	Prime (trial)	Match (trial)
